Book_No	Title	Sub_Title	Author	Publisher	Year_This_Ed	ISBN	Subject	Topic	Class_1	Class_2	Class_3	new c1	new c2	newc3	Translator	Year_1st_Pub	Synopsis	Medium
12414	Catherine the Great		"Anthony, Katherine"	Jonathan Cape	1931		Biography	Catherine the Great	CAT	Ant		921	CAT	ANT				
	"Voyage of Argo, The"		Apollonius of Rhodes	Penguin	1985	0 14 04 4085 2						883	APO					
14931	"Rushdie File, The"		"Appignanesi, Lisa & Maitland, Sara"	Fourth Estate	1989	0-947795-84-7			320	RUS		823.09	APP					
	"Vision of Kant, The"	The Spirit of Philosophy Series	"Applebaum, David"	Element	1995	1-85230-624-4						193	APP					
15024	"Pleasures of Peace, The"	Art and Imagination in post-war Britain	"Appleyard, Bryan"	Faber & Faber	1990	0-571-16185-5			701	APP		700	APP					
16183	South-West New Zealnd	te wahipounamu	"Apse, Andris"	Craig Potton Publishing	1997	0-908802-40-4			993	NEW		919	APS					
14162	"English-Sanskrit Dictionary, The Concise"		"Apte, Vasudeo Govind"	Motilal Barnasidass	1933	81-208-0151-2			403	APT		423	APT					
16440	On the God of Socrates	translated by Thomas Taylor	"Apuleius, Lucius"	The Alexandrian Press	1984	0-916411-25-7			183	APU		873	APU					
M11800	"Golden Asse Of Lucius Apuleius, The"	"Reprinted from the Edition of 1639, Translated by William Adlington"	"Apuleius, Lucius"	Simpkin - Marshall - Hamilton - Kent & Co. - London	1925		Literature	Latin Literature - Latin Satire & Humour	877	ADL		877	APU					
16433	"Apologia, The and Florida of Apuleius of Maduara"	translated by H.E. Butler	"Apuleius, Lucius"	Oxford at the Clarendon Press	1909				878	APU		878	APU					
11760	"Golden Ass, The"		"Apuleius, Lucius"	Penguin Books	1985	0-14-044011-9	Literature	Latin Literature - Latin Miscellany	878	APU		877	APU					
10651	"Summa Contra Gentiles, The"	The First Book	"Aquinas, Thomas (Saint)"	Burns - Oats & Washbourne Ltd. - London	1924		Religion	Religion - Philosophy & Theories	201	AQU		230	AQU					
10652	"Summa Contra Gentiles, The"	The Second Book	"Aquinas, Thomas (Saint)"	Burns - Oats & Washbourne Ltd. - London	1923		Religion	Religion - Philosophy & Theories	201	AQU		230	AQU					
10653	"Summa Contra Gentiles, The"	The Third Book Part I	"Aquinas, Thomas (Saint)"	Burns - Oats & Washbourne Ltd. - London	1928		Religion	Religion - Philosophy & Theories	201	AQU		230	AQU					
10654	"Summa Contra Gentiles, The"	The Third Book Part II	"Aquinas, Thomas (Saint)"	Burns - Oats & Washbourne Ltd. - London	1928		Religion	Religion - Philosophy & Theories	201	AQU		230	AQU					
10655	"Summa Contra Gentiles, The"	The Fourth Book	"Aquinas, Thomas (Saint)"	Burns - Oats & Washbourne Ltd. - London	1929		Religion	Religion - Philosophy & Theories	201	AQU		230	AQU					
10656	"Summa Theologica, The  Vol I"		"Aquinas, Thomas (Saint)"	Encyclopaedia Britannica Inc. - Chicago	1952		Religion	Religion - Philosophy & Theories	201	AQU		230	AQU					
10657	"Summa Theologica, The  Vol II"		"Aquinas, Thomas (Saint)"	Encyclopaedia Britannica Inc. - Chicago	1952		Religion	Religion - Philosophy & Theories	201	AQU		230	AQU					
11532	Whoso Knoweth Himself	From the Treatise on Being	"Arabi, Muhyaddin Ibn"	Beshara Publications - London	1976	0 904975 06 1	Religion	Other Religions - Islam & Bahaism	297	ARA		297	ARA					
11539	Kernal of the Kernal		"Arabi, Muhyaddin Ibn"	Beshara Publications - Gloucestershire			Religion	Other Religions - Islam & Bahaism	297	ARA		297	ARA					
11515	Journey to the Lord of Power	A Sufi Manual on Retreat	"Arabi, Muhyaddin Ibn"	East West Publications - London	1981	0 85692 075 4	Religion	Other Religions - Islam & Bahaism	297	ARA		297	ARA					
11516	"Wisdom of the Prophets, The"	Fusus al-Hikam	"Arabi, Muhyaddin Ibn"	Beshara Publications - Gloucestershire	1975	0 904975 00 2	Religion	Other Religions - Islam & Bahaism	297	ARA		297	ARA					
11566	Sufism		"Arberry, A J"	An Account of the Mystics of Islam	1963		Religion	Other Religions - Islam & Bahaism	297	ARB		297	ARB					
11506	Muslim Saints and Mystics	Episodes from the Tadhkirat al-Auliya	"Arberry, A J (Trans)"	Routledge & Kegan Paul - London	1983	0 7100 0169 X	Religion	Other Religions - Islam & Bahaism	297	ARB		297	ARB					
15875	"Iraqi, Mystic Poet of Iran"	Proceedings of the Iran Society - Vol. II Part 3	"Arberry, A J"	The Iran Society	1939				297	IRA		297	ARB					
11567	"Koran, The"		"Arberry, A J (Trans)"	Oxford University Press	1983	0-19-281628-4	Religion	Other Religions - Islam & Bahaism	297	ARB		297	ARB					
15824	Crete : Rethymno	Old Photographs	"Archondaki, Aglaia (Trans)"						938	CRE		938	ARC		*******			
13009	"Territorial Imperative, The"		"Ardrey, Robert"	Fontana/Collins	1966	0 00 633069	Social sciences	Social Interaction	302	ARD		591.5	ARD					
10294	African Genesis	A Personal Investigation into the Animal Origins and Nature of Man	"Ardrey, Robert"	William Collins Sons & Co. Ltd. - London	1963		Pure Science	Anthropology & Biology - Organic Evolution	575	ARD		573.2	ARD					
11714	"Divine Names, The"		Dionysius the Areopagite	The Shrine of Wisdom - Surrey	1980		Religion	Christian Churches & Sects - Primitive & Oriental Churches	218.1	ARE		231	DIO		******			
12839	Art Treasures In Italy	"Monuments, Masterpieces, Commissions and Collections"	"Argan, Giulio Carlo"	Hamlyn	1969		The Arts	Philosophy & Theory	701	ARG		709.45	ARG					
M12641	Freud	The Psychoanalytic Adventure	"Ariel, Robert & Simeon, Michel"	Holt - Reinhart & Winston	1978	0 03 021696 6	Philosophy	Kinds of Persons in Philosophy	108	ARI		150	ARI					
14398	Creativity	The Magic Synthesis	"Arieti, Silvano"	Basci Books	1976	0-014444-5			153	ARI		153.3	ARI					
14024	Orlando Furioso:  Part One	The Frenzy of Orlando:  a romantic epic Translated with an introduction by Barbara Reynolds	"Ariosto, Ludovico"	Penguin	1975				851	ARI		851	ARI					
14025	Orlando Furioso: Part Two	The Frenzy of Orlando: a romantic epic translated with an introduction by Barbara Reynolds	"Ariosto, Ludovico"	Penguin	1977				851	ARI		851	ARI					
11759	"Birds and Other Plays, The"		Aristophanes	Penguin Books	1982	0 14044 332 0	Literature	Greek Literature - Dramatic Poetry	882	ARI		882	ARI					
11758	"Frogs and Other Plays, The"		Aristophanes	Penguin Books	1971	0 14044 152 2	Literature	Greek Literature - Dramatic Poetry	882	ARI		882	ARI					
11745	"Birds, The - The Frogs - The Clouds - The Wasps - Lysistrata"		Aristophanes	Doubleday & Co. Inc. - New York	1955		Literature	Greek Literature - Greek Satire & Homour	887	ARI		882	ARI					
12728	"Knights, The / Peace / The Birds / The Assembly Women / Wealth"		Aristophanes	Penguin	1979	0 14 044.332 0	Literature	Hellenic Literatures - Classical Greek Satire & Humour	887	ARI		882	ARI					
16524	Metaphysics	Translated from the Greek by John Warrington	Aristotle	J.M.Dent & Sons	1961				185	ARI		110	ARI					
	De Anima (on the soul)	"Lawson-Tancred, Hugh (transl)"	Aristotle	Penguin	1986	0-14-044471-8						128	ARI					
13670	Millenium	A History of the Last Thousand Years	"Armesto, Felipe Fernandez"	Simon & Schuster	1995	0-684-80361-5			900	ARM		900	ARM					
16125	Mister Heracles	after Euripides	"Armitage, Simon"	Faber & Faber		0-571-20333-7			822	ARM		822	ARM					
16480	"Introduction to Ancient Philosophy, An"		"Armstrong, A H"	Methuen & Co	1965				180	ARM		180	ARM					
14210	"Gospel According To Woman, The"	Christianity's Creation of the Sex War in the West	"Armstrong, Karen"	Hamish Hamilton	1986	0-241-11449-7			261	ARM		261.8	ARM					
11485	Tongues Of Fire	An Anthology of Religious and Poetic Experience	"Armstrong, Karen"	Penguin Books	1985	0-670-80878-4	Literature	English Literature	820	ARM		821.08	ARM					
M16292	"Poetical Works of Armstrong, Dyer and Green, The"	with memoirs and critical dissertations by the Rev. George Gilfillan	"Armstrong, Dyer & Green"	James Nisbet & Co	1858	REFERENCE			821	ARM		821	ARM					
	"Gospel According to Woman, The"	Christianity's Creation of the Sex War in the West	"Armstrong, Karen"	Anchor Books	1987	0-385-24079-1						261.8	ARM					
	Muhammad	A biography of the Prophet	"Armstrong, Karen"	Phoenix Press  	2004	1-84212-608-3						297	ARM					
15734	India Unveiled		"Arnett, Robert"	Atman Press	1999				954	IND		915.4	ARN					
15927	"Story of Thomas Carlyle, The"		"Arnold, A S "	T. Fisher Unwin	1903				920	CAR		921	CAR	ARN				
12345	D H Lawrence and America		"Arnold, Armin"	Linden Press	1958		Biography	D. H. Lawrence	Law	Arn		921	LAW	ARM				
11192	"Light of the World, The"	The Great Consummation	"Arnold, Edwin (Sir)"	Longmans - Green and Co. - London	1891		Literature	English Literature - English Poetry	821	ARN		821	ARN					
11047	Seas and Lands		"Arnold, Edwin (Sir)"	Longmans - Green and Co. - London	1907		History	Geography - Travels - Historical Geography	911	ARN		911	ARN					
13483	Essays In Criticism		"Arnold, Matthew"	J. M. Dent & Sons	1966				809	ARN		809.4	ARN					
13796	"Poems of Matthew Arnold 1840-1867, The"	with an introduction by A. T. Quiller-Couch	"Arnold, Matthew"	Oxford University Press	1909				821	ARN		821	ARN					
14845	Culture and Anarchy		"Arnold, Matthew"	Cambridge University Press	1960	0-521-09103-9			824	ARN		824	ARN					
14965	Culture and Anarchy		"Arnold, Matthew"	Cambridge University Press	1957				824	ARN		824	ARN					
14740	Literature and Dogma	An Essay Towards a Better Apprehension of the Bible	"Arnold, Matthew"	John Murray	1909				824	ARN		824	ARN					
14751	Mixed Essays		"Arnold, Matthew"	Smith - Elder & Co	1880				824	ARN		824	ARN					
	Poems by Matthew Arnold		"Arnold, Matthew"	Walter Scott Ltd.								821	ARN					
12134	Fourth Leaders		"Arnold, Ralph"				Literature	English Literature - English Miscellany	828	ARN		828	ARN					
	"Song Celestial, The"	"Or Bhagavad-Gita (from the Mahabarata) being a discourse between Arjuna, Prince of India, and the Supreme being under the form of Krishna"	"Arnold, Edwin (Sir)"	Morrision & Gibb Ltd	1943							294.5	ARN					
15670	El Greco		"Arrabal, Fernando"	Flohic Editions					750	GRE		759.6	ARR					
11781	"Campaigns of Alexander, The"		Arrian	Penguin Books	1981	0 14044 253 7	History	Ancient History - Greece	938	ARR		938	ARR					
12582	"Campaigns of Alexander, The"		Arrian	Penguin	1971	0 14 044.253 7	Geography & History	History of the Ancient World - Greece	938	ARR		938	ARR					
15304	"Theater and Its Double, The"		"Artaud, Antonin"	Grove Press Inc	1958				792	ART		792	ART					
15315	"Theater and Its Double, The"		"Artaud, Antonin"	The Grove Press	1958				792	ART		792	ART					
15319	Artaud Anthology		"Artaud, Antonin"	City Lights Books	1965				848	ART		848	ART					
15095	Man In Kavya		"Arya, Ushabudh"	Motilal Banarsidass	1971				891	ARY		891.1	ARY					
10688	"Guidebook to Arthurian Britain,  A"		"Ashe, Geoffrey"	Longman - London	1980	0-582-50282-9	History	Europe - Scotland & Ireland	941	ASH		914.2	ASH					
10698	King Arthur's Avalon	The Story of Glastonbury	"Ashe, Geoffrey"	Collins	1976	0 00 633225 0	History	Europe - England	942	ASH		942	ASH					
11969	England In the Seventeenth Century (1603-1714)		"Ashley, Maurice"	Penguin Books	1962		History	Europe - England	942	ASH		942	ASH					
11994	"English Civil War, The"	Conservatism and Revolution 1603-1649	"Ashton, Robert"	Weidenfeld and Nicolson - London	1979	0 297 77537 5	History	Europe - England	942	ASH		942	ASH					
14806	George Eliot:  A Life		"Ashton, Rosemary"	Penguin	1996				920	ELI		921	ELI	ASH				
12003	"Industrial Revolution 1760-1830, The"		"Ashton, T S "	Oxford University Press	1977	0 19 888038 3	History	Europe - England	942	ASH		942	ASH					
15361	Psychosynthesis	A Manual of Principles and Techniques	"Assagioli, Roberto"	Turnstone Books	1975	0-85500-047-3			150	ASS		158	ASS					
11824	Past And Present  Number 50	A Journal of Historical Studies	"Aston, T H"	The Past and Present Society - Oxford	1971		History	History - Periodicals	905	AST		905	AST					
11825	Past And Present  Number 51	A Journal of Historical Studies	"Aston, T H"	The Past and Present Society - Oxford	1971		History	History - Periodicals	905	AST		905	AST					
11826	Past And Present  Number 52	A Journal of Historical Studies	"Aston, T H"	The Past and Present Society - Oxford	1971		History	History - Periodicals	905	AST		905	AST					
11827	Past And Present  Number 53	A Journal of Historical Studies	"Aston, T H"	The Past and Present Society - Oxford	1971		History	History - Periodicals	905	AST		905	AST					
11828	Past And Present  Number 54	A Journal of Historical Studies	"Aston, T H"	The Past and Present Society - Oxford	1972		History	History - Periodicals	905	AST		905	AST					
11829	Past And Present  Number 55	A Journal of Historical Studies	"Aston, T H"	The Past and Present Society - Oxford	1972		History	History - Periodicals	905	AST		905	AST					
11830	Past And Present  Number 56	A Journal of Historical Studies	"Aston, T H"	The Past and Present Society - Oxford	1972		History	History - Periodicals	905	AST		905	AST					
11534	"Book of Wisdom & Intimate Conversations, the"		"Ata Illah, Ibn & Ansari, Kwaja Abdullah"	SPCK - London	1979	0-281-03689-6	Religion	Other Religions - Islam & Bahaism	297	ATA		297	ATA					
12915	Stonehenge and Avebury	And Neighbouring Monuments	"Atkinson, R J C"	HMSO	1959		Geography and Histor	Geography and Travel - Europe	914	ATK		914.2	ATK					
12919	What Is Stonehenge ?	A Guide For Young People	"Atkinson, R J C"	HMSO			Geography and Histor	Geography and Travel - Europe	914	ATK		914.2	ATK					
12013	Stonehenge		"Atkinson, R J C"	Penguin Books	1960		History	Ancient History - Ancient European Tribes	936	ATK		936	ATK					
15287	"History of Spain and Portugal, A"		"Atkinson, William C"	Penguin/Pelican	1960				946	ATK		946	ATK					
10631	Sankara's Teachings In His Own Words		Atmananda (Swami)	Bharatiya Bidya Bhavan - Bombay	1960		Religion	Other Religions - Brahmanism & Related	294	ATM		294.5	ATM					
11553	Self Knowledge	Commentaries on Sufic Songs	Tarjumana - A'Isha Abn ar-Rahman at (Trans)	Diwan Press - Norwich	1978	0 9504446 7 7	Religion	Other Religions - Islam & Bahaism	297	AT-		297	TAR					
15830	"Living Planet, The"	A Portrait of the Earth	"Attenborough, David"	Collins / BBC	1984	0-00-219139-3			550	ATT		508	ATT					
15678	Life On Earth	A Natural History	"Attenborough, David"	Reader's Digest Services	2010				590	ATT		508	ATT					
15827	"First Eden, The"	The Meditarranean World and Man	"Attenborough, David"	William Collins and Sons	1987	0-00-219827-4			939	ATT		508	ATT					
11682	Saints of the East		"Attwater, Donald"	The Catholic Book Club - London	1963		Religion	Christian Churches & Sects - Primitive & Oriental Churches	218.1	ATT		270	ATT					
14078	"English Auden, The"	Poems - Essays and Dramatic Writings 1927-1939 - edited by Edward Mendelson	"Auden, W H  "	Faber & Faber	1986	0-571-11502-0			821	AUD		818	AUD					
14807	"Aphorisms, The Faber Book of"		"Auden, W H & Kronenberger, Louis (Ed)"	Faber & Faber Ltd	1970	0-9519-4			803	FAB		808.83	AUD					
10659	Treatises Chiefly On Faith and Works		Augustine (Saint)	Walter Smith (Late Mozley) - London	1884		Religion	Religion - Philosophy & Theories	201	AUG		230	AUG					
14989	"Trinity, The"	The Works of St Augustine - a translation for the 21st Century	Augustine (Saint)	New City Press	1991	0-911782-96-6			231	AUG		231	AUG					
14216	City of God	Concerning the City of God Against the Pagans	Augustine (Saint)	Penguin	1972				231	AUG		231	AUG					
15196	Confessions	translated by Henry Chadwick	Augustine (Saint)	Oxford University Press	1992	0-19-281774-4			270	AUG		270	AUG					
14168	On Christian Teaching	Translated with an introduction and notes by R.P.H.Green	Augustine (Saint)	Oxford University Press	1997	0-19-283232-8			281.4	AUG		230	AUG					
16010	Against the Academics	translated by John J. O'Meara	Augustine (Saint)	Newman Press	1951	0-8091-0252-8			230	AUG		230	AUG					
16009	"Greatness of the Soul : The Teacher, The"	Translated by Joseph M. Colleran	Augustine (Saint)	Newman Press	1978	0-8091-0060-6			230	AUG		230	AUG					
	Confessions		Augustine (Saint)	Penguin	1986	0-14-044114-x						270	AUG					
11787	Meditations		"Aurelius, Marcus"	J. M. Dent - London	1961		Philosophy	Ancient & Medieval - Stoic Philosophy	188	AUR		188	AUR					
14548	"Golden Book of Marcus Aurelius, The"	The Roman Emperor:  His Meditations	"Aurelius, Marcus"	J. M. Dent	1899				242	AUR		188	AUR					
11738	Marcus Avrelius Antoninus The Roman Emperour - His Meditations Concerning Himselfe: Treating Of A Naturall	Mans Happinesse; Wherein it Consisteth - and of the Meanes to Attaine unto it. Translated by Meric Casaubon	"Aurelius, Marcus"	J. M. Dent & Co. - London	1900		Literature	Latin Literature - Latin Miscellany	878	CAS		188	AUR					
11455	"Life Divine, The"		"Aurobindo, Sri"	India Library Society - New York	1965		Religion	Other Religions - Brahmanism & Related	294	AUR		294.5	AUR					
11452	"Supramental Manifestation Upon Earth, The"		"Aurobindo, Sri"	Sri Aurobindo Asram - Pondicherry	1952		Religion	Other Religions - Brahmanism & Related	294	AUR		294.5	AUR					
11453	Thoughts and Aphorisms		"Aurobindo, Sri"	Sri Aurobindo Asram - Pondicherry	1959		Religion	Other Religions - Brahmanism & Related	294	AUR		294.5	AUR					
12593	Thoughts and Glimpses		"Aurobindo, Sri"	Sri Aurobindo Ashram	1964		Religion	Religion - Of Indic Origin	294	AUR		294.5	AUR					
15575	"Future Poetry, The"		"Aurobindo, Sri"	Sri Aurobindo Ashram	1953				824	AUR		821.09	AUR					
14044	Savitri	A Legend and a Symbol	"Aurobindo, Sri"	Sir Aurobindo Ashram	1970	81-7058-017X			891.4	AUR		894	AUR					
14103	"Forbidden Tree, The"		"Auslander, Rose"	Fischer Taschenbuch Verlag	1995	3-596-11153-6			831	AUS		831	AUS					
11505	Sufis Of Andalusia	The Ruh Al-Quds and Al-Durrat Al Kakhirah	"Austin, R J W"	Beshara Publications - Gloucestershire	1988	0 904 975 13 4	Religion	Other Religions - Islam & Bahaism	297	AUS		297	AUS					
13366	"Great Liberation, The"	Mahanirvana Tantra	"Avalon, Arthur (Trans)"	Ganesh	1963		Hinduism	Scriptures	294.598	AVA		294.5	AVA					
15309	Shelley's Socialism & Popular Songs	& Popular Songs - wholly political?	"Aveling, Edward & Eleanor Marx"	The Journeyman Press	1979	0-904526-35-6			320	SHE		821	AVE					
15353	"Laughing Swamis, The"	Australian Sannyasin Disciples of Swami Satyananda Saraswati and Osho Rajneesh	"Aveling, Harry"	Motilal Banarsidass	1994	81-208-1118-6			301	AVE		294.5	AVE					
15373	"New Gnosis, The"	"Heidegger, Hillman and Angels"	"Avens, Roberts"	Spring Puboications Inc	1984	0-88214-327-1			191	AVE		110	AVE					
15482	"Nature of Innocence, The"		"Avens, Rowen"	Minerva Press	1966	1-85863-509-8			823	AVE		823	AVE					
10204	"Problem of Knowledge, The"		"Ayer, A J"	Penguin Books	1980	0 14 02 0377 X	Philosophy	Philosophical Topics - Other Philosophical Topics	149	AYE		121	AYE					
15189	"Problem of Knowledge, The"		"Ayer, A J"	Penguin	1956				192	AYE		121	AYE					
15356	Hume		"Ayer, A J"	Oxford University Press	1980	0-19-287528-0			192	HUM		192	AYE					
16111	Complete Poems	translated from the Greek by Robert Fagles	Bacchylides	Yale University Press	1998	0-300-07552-9			884	BAC		881	BAC					
12876	Leonardo		"Bacci, Mina"	Avenel Books	1978	0 517 24952 9	The Arts	The Arts	700	BAC		759.5	BAC					
12883	Leonardo		"Bacci, Mina"	Avenel Books	1978	0 517 24952 9	The Arts	Painting & Paintings	750	BAC		759.5	BAC					
	"Outline of Human Ethology 1, An"	In the Beginning	"Bach, Charlotte M "	Another Orbit Press								150	BAC					
