Book_No,Title,Sub_Title,Author,Publisher,Year_This_Ed,ISBN,Subject,Topic,Class_1,Class_2,Class_3,Translator,Year_1st_Pub,Synopsis,Medium
12495,KINDNESS OF STRANGERS ~ THE,The Life of Tennessee Williams,SPOTO - DONALD,The Bodly Head,1985,0 370 30847 6,Biography,Tennessee Williams,WIL,SPO,,,,,
10077,BENEDETTO CROCE,Man and Thinker,SPRIGGE - CECIL,Bowes & Bowes - Cambridge,1952,,Philosophy,Modern Philosophy - Italian,195,SPR,,,,,
12476,PAUL SCOTT,A Life,SPURLING - HILARY,Hutchinson,1990,,Biography,Paul Scott,SCO,SPU,,,,,
11600,CELTIC MYTH AND LEGEND,Poetry and Romance,SQUIRE - CHARLES,The Gresham Publishing Co. - London,,,Social Sciences,Customs & Folklore - Folklore,398,SQU,,,,,
13431,THE HOUSEHOLDER'S DHARMA,being the translation of 'Ratna Karanda Sravakachara',Sri Samanatabhadracharya,The Jaina Parishad Publishing House,1931,,,,294.4,SAM,,,,,
13450,THE SELF-REALISATION,Being the translation of Atma Siddhi,Srimal Raj Chandra,Jain Hostel - Allahabad,1923,,,,294.4,SRI,,,,,
14894,LEARN SANSKRIT IN 30 DAYS,,Srinivasachari - K.,Balaji Publications,1974,,,,402,SAN,,,,,
10012,LOCKE'S PHILOSOPHICAL WORKS,In Two Volumes - Volume I,ST. JOHN  - J. A.  (ED.),Henry G. Bohn - London,1854,,Philosophy,Modern Philosophy - British,192,ST.,,,,,
10052,LOCKE'S PHILOSOPHICAL WORKS,In Two Volumes - Volume II,ST. JOHN  - J. A.  (ED.),Henry G. Bohn - London,1882,,Philosophy,Modern Philosophy - British,192,ST.,,,,,
11158,EXPLORING MYSTICISM,,STAAL - FRITS,Penguin Books,1975,0 1402 1847 5,Religion,Devotional & Practical - Meditations & Contemplations,214.2,STA,,,,,
15704,GEMAELDEGALLERIE BERLIN,Meisterwerke,Staatliche Museen Preussischer Kulturbesitz,,1990,,,,708,GEM,,,,,
11149,MYSTICISM AND PHILOSOPHY,,STACE - W. T.,Macmillan & Co. Ltd. - London,1961,,Religion,Devotional & Practical - Meditations & Contemplations,214.2,STA,,,,,
10088,PHILOSOPHY OF HEGEL ~ THE,A Systematic Exposition,STACE - W. T.,Dover Publications Inc. - New York,1955,,Philosophy,Modern Philosophy - German & Austrian,193,STA,,,,,
14113,HOLDING ONTO THE GRASS,,Stafford - William,Weatherlight,1994,0-9522798-1-9,,,811,STA,,,,,
15227,MY NAME IS WILLIAM TELL,,Stafford - William,Confluence Press,1992,0-917652-96-7,,,811,STA,,,,,
14108,TRAVELLING THROUGH THE DARK,,Stafford - William,Weatherlight Press,1962,0-9522798-3-5,,,811,STA,,,,,
10477,PSYCHIATRY  TODAY,,STAFFORD-CLARK - DAVID,Penguin Books,1961,,Philosophy,General Psychology,150,STA,,,,,
10414,WHAT FREUD REALLY SAID,,STAFFORD-CLARK - DAVID,Penguin Books,1965,,Philosophy,General Psychology,150,STA,,,,,
11181,BIBLE SELECTIONS FOR DAILY DEVOTION,,STALL - SYLVANUS,The Vir Publishing Company - Philadelphia,1915,,Religion,Bible,212,STA,,,,,
13213,WILFRED OWEN,,STALLWORTHY - JON,OUP,1977,0-19-282211-X,Biography,Wilfred Owen,OWE,STA,,,,,
13524,THREE POETS OF THE RHYMERS CLUB,Ernest Dowson - Lionel Johnson - John Davidson,Stanford - Derek,Fyfield,1974,85635 090 7,,,821,STA,,,,,
15318,PRE-RAPHAELITE WRITING,an anthology,Stanford - Derek (ed.),J. M. Dent & Sons,1973,,,,709,STA,,,,,
13833,THREE POETS OF THE RHYMERS CLUB,Ernest Dowson - Lionel Johnson - John Davidson,Stanford - Derek (ed.),Carcanet,1974,,,,821,STA,,,,,
14527,THE SHE-POPE,A quest for the truth behind the mystery of Pope Joan,Stanford - Peter,Arrow Books,1998,0-7493-2067-2,,,282,STA,,,,,
13688,THE MILLIONAIRE NEXT DOOR,,Stanley - J. Thomas & W.D. Danko,Longstreet Press - Georgia,1996,1-56352-330-2,,,339,STA,,,,,
15145,STAR MAKER,,Stapledon - Olaf,Penguin,1972,,,,823,STA,,,,,
12583,COAST OF INCENSE ~ THE,Autobiography 1933-1939,STARK - FREYA,Century Publishing Co,,0 7126 0450 2,Geography & History,Geography & Travel - Europe,914,STA,,,,,
15639,THE VALLEYS OF THE ASSASSINS,and other Persian Travels,Stark - Freya,,,,,,955,STA,,,,,
16057,ELIZABETH : APPRENTICESHIP,,Starkey - David,United Productions / Chatto & Windus,2000,0-7011-6939-7,,,920,ELI,,,,,
12456,ARTHUR RIMBAUD,,STARKIE - ENID,Faber and Faber,1973,0 571 10440 1,Biography,Arthur Rimbaud,RIM,STA,,,,,
16193,THE STATE HERMITAGE,,State Hermitage Museum,The State Hermitage Museum,2000,5-88654-130-6,,,708,HER,,,,,
10131,THINKING TO SOME PURPOSE,,STEBBING - L. SUSAN,Penguin Books,1941,,Philosophy,General Psychology,150,STE,,,,,
10202,THINKING TO SOME PURPOSE,,STEBBING - L. SUSAN,Penguin Books,1961,,Philosophy,General Psychology,150,STE,,,,,
10732,MUSIC: ITS OCCULT BASIS AND HEALING VALUE,,STEBBING - LIONEL (COMP),New Knowledge Books - Sussex,1961,,Philosophy,Branches of Psychology - Occult Sciences,133,STE,,,,,
16071,FLAUBERT - SAND : THE CORRESPONDENCE,,Steegmuller - Francis and Barbara Bray (trans.),Harvill / HarperCollins,1993,0-00-217625-4,,,846,FLA,,,,,
14963,THE ESSENTIAL ENGLISHMAN,An Anthology,Steen - Duncan & Nicholas Soames,Cassell,1989,0-304-31829-9,,,824,STE,,,,,
13165,CROWN OF SONG  ~THE,Metaphor in Pindar,STEINER - DEBORAH,Gerald Duckworth & Co. Ltd,1986,,Literature,Literary History & Criticism,809,STE,,,,,
13053,FOUR TEMPERAMENTS ~ THE,,STEINER - RUDOLF,Anthroposophic Press - Inc.,1971,,Philosophy,Paranormal Phenomena - Parapsychology & Occultism,133,STE,,,,,
10041,FRIEDRICH NIETZSCHE,Fighter for Freedom,STEINER - RUDOLF,Rudolf Steiner Publications Inc. - New Jersey,1960,,Philosophy,Modern Philosophy - German & Austrian,193,STE,,,,,
13055,INFLUENCES OF LUCIFER AND AHRIMAN ~ THE,Man's Responsibility for the Earth,STEINER - RUDOLF,Steiner Book Centre - Inc,1976,,Philosophy,Paranormal Phenomena - Parapsychology & Occultism,133,STE,,,,,
11361,KNOWLEDGE OF THE HIGHER WORLDS,How is it Achieved?,STEINER - RUDOLF,Rudolf Steiner Press - London,1976,0 85440221 7,Philosophy,Branches of Psychology - Occult Sciences,133,STE,,,,,
13097,PHILOSOPHY OF SPIRITUAL ACTIVITY ~ THE,[Freedom],STEINER - RUDOLF,Rudolf Steiner Publishing Co.,1949,,Philosophy,Epistemology - Causation - Humankind - Humankind,128,STE,,,,,
13129,RUDOLF STEINER - AN AUTOBIOGRAPHY,,STEINER - RUDOLF,Rudolf Steiner Publications,1977,0 8334 3501 9,Autobiography,Rudolf Steiner,STE,STE,,,,,
13054,THEOSOPHY,An Introduction to the Supersensible Knowledge of the World and the Destination of Man.,STEINER - RUDOLF,Rudolf Steiner Press,1970,0 85440 270 5,Philosophy,Paranormal Phenomena - Parapsychology & Occultism,133,STE,,,,,
13096,CREATIVE SPEECH,The Nature of Speech Formation,STEINER - RUDOLF & STEINER-VON SIVERS - MARIE,Rudolf Steiner Press,1978,0 85440 322 1,Technology,Medical sciences - Pharmacology & Therapeutics,615,STE,,,,,
15153,HEIDEGGER,,Steiner - George,Fontana,1978,,,,193,HEI,,,,,
15389,IN BLUEBEARD'S CASTLE,Some Notes Towards the Re-definition of Culture,Steiner - George,Faber & Faber,1971,0-571-10615-3,,,824,STE,,,,,
15191,POEM INTO POEM,World Poetry in Modern Verse Translation,Steiner - George,Penguin,1970,,,,800,STE,,,,,
15770,REAL PRESENCES,Is there anything in what we say?,Steiner - George,Faber & Faber,1989,0-571-14071-8`,,,191,STE,,,,,
14556,AN OUTLINE OF ESOTERIC SCIENCE,Translated by Catherine E. Creeger,Steiner - Rudolf,Anthroposophic Press,1997,0-88010-409-0,,,133,STE,,,,,
14593,CHRISTIANITY AS MYSTICAL FACT,,Steiner - Rudolf,Anthroposophic Press,1997,0-88010-436-8,,,133,STE,,,,,
14605,COSMIC MEMORY,Prehistory of Earth and Man,Steiner - Rudolf,Steinerbooks,1987,0-89345-227-0,,,133,STE,,,,,
14592,FROM BUDDHA TO CHRIST,,Steiner - Rudolf,Rudolf Steiner Press,1978,085440-115-6,,,133,STE,,,,,
14591,KNOWLDEGE OF THE HIGHER WORLDS,How is it achieved?,Steiner - Rudolf,Rudolf Steiner Press,1969,0-85440-221-7,,,133,STE,,,,,
14614,OCCULT SCIENCE,An Outline,Steiner - Rudolf,Rudolf Steiner Press,1969,0-85440-207-1,,,133,STE,,,,,
14609,REINCARNATION AND KARMA,Their significance in modern culture,Steiner - Rudolf,Steiner Book Centre,1977,,,,133,STE,,,,,
14615,THE FIFTH GOSPEL,From the Akashic Record,Steiner - Rudolf,Rudolf Steiner Press,1995,0-185584-039-1,,,133,STE,,,,,
14601,THE GOSPEL OF ST. LUKE,Ten Lectures given in Basle in September 1909,Steiner - Rudolf,Rudolf Steiner Press,1964,0-8544-299-3,,,291,STE,,,,,
14622,THE PHILOSOPHY OF SPIRITUAL ACTIVITY,A philosophy of freedom,Steiner - Rudolf,Rudolf Steiner Press,1988,1-85584-000-6,,,133,STE,,,,,
14555,THE SCIENCE OF KNOWING,Outline of an Epistemology Implicit in the Goethean World View with particular reference to Schiller,Steiner - Rudolf,Mercury Press,1988,0-936132-97-3,,,193,STE,,,,,
14839,THE TENSION BETWEEN EAST AND WEST,,Steiner - Rudolf,Anthroposophic Press,1983,0-88010-071-0,,,320,STE,,,,,
14572,THE THREEFOLD COMMONWEALTH,,Steiner - Rudolf,Anthorposophical Publishing Co,1923,,,,300,STE,,,,,
14613,THEOSOPHY,An introduction to the human processes in human life and the cosmos,Steiner - Rudolf,Anthroposophic Press,1994,0-88010-373-6,,,133,STE,,,,,
14603,WORLD ECONOMY,The Formation of a Science of World Economics,Steiner - Rudolf,Rudolf Steiner Press,1972,0-85440-266-7,,,330,STE,,,,,
14612,WORLD HISTORY AND THE MYSTERIES,in the light of Anthroposophy,Steiner - Rudolf,Rudolf Steiner Press,1997,1-85584-066-9,,,133,STE,,,,,
10466,CONDITIONS OF NERVOUS ANXIETY AND THEIR TREATMENT,,STEKEL - W.,Routledge & Kegan Paul Ltd. - London,1950,,Philosophy,General Psychology,150,STE,,,,,
10470,BI-SEXUAL LOVE,,STEKEL - WILHELM,Physicians and Surgeons Book Co. - New York,1933,,Philosophy,General Psychology,150,STE,,,,,
10472,COMPULSION AND DOUBT  VOL I,,STEKEL - WILHELM,Peter Nevill Ltd. - London,1901,,Philosophy,General Psychology,150,STE,,,,,
10473,COMPULSION AND DOUBT  VOL II,,STEKEL - WILHELM,Peter Nevill Ltd. - London,1901,,Philosophy,General Psychology,150,STE,,,,,
10468,FRIGIDITY IN WOMAN  VOL I,In Relation to Her Love Life,STEKEL - WILHELM,Liveright Publishing Corporation - New York,1941,,Philosophy,General Psychology,150,STE,,,,,
10469,FRIGIDITY IN WOMAN  VOL II,In Relation to Her Love Life,STEKEL - WILHELM,Liveright Publishing Corporation - New York,1941,,Philosophy,General Psychology,150,STE,,,,,
10471,HOMOSEXUAL NEUROSIS ~ THE,,STEKEL - WILHELM,Physicians and Surgeons Book Co. - New York,1934,,Philosophy,General Psychology,150,STE,,,,,
10453,IMPOTENCE IN THE MALE VOL. I,The Psychic Disorders of Sexual Function in the Male,STEKEL - WILHELM,The Bodley Head Ltd. - London,1940,,Philosophy,Branches of Psychology - Psychology of Personality,137,STE,,,,,
10454,IMPOTENCE IN THE MALE VOL. II,The Psychic Disorders of Sexual Function in the Male,STEKEL - WILHELM,The Bodley Head Ltd. - London,1940,,Philosophy,Branches of Psychology - Psychology of Personality,137,STE,,,,,
10474,INTERPRETATION OF DREAMS ~ THE  VOL I,New Developments and Technique,STEKEL - WILHELM,Liveright Publishing Corporation - New York,1943,,Philosophy,Branches of Psychology - Sleep - Dreams - Somnambulism,135.3,STE,,,,,
10475,INTERPRETATION OF DREAMS ~ THE  VOL II,New Developments and Technique,STEKEL - WILHELM,Liveright Publishing Corporation - New York,1943,,Philosophy,Branches of Psychology - Sleep - Dreams - Somnambulism,135.3,STE,,,,,
10459,PECULIARITIES OF BEHAVIOUR  VOL I,Wandering Mania - Dipsomania - Cleptomania - Pyromania and Allied Impulsive Acts,STEKEL - WILHELM,The Bodley Head Ltd. - London,1938,,Philosophy,Branches of Psychology - Abnormal Psychology,132,STE,,,,,
10460,PECULIARITIES OF BEHAVIOUR  VOL II,Wandering Mania - Dipsomania - Cleptomania - Pyromania and Allied Impulsive Acts,STEKEL - WILHELM,The Bodley Head Ltd. - London,1938,,Philosophy,Branches of Psychology - Abnormal Psychology,132,STE,,,,,
10455,SADISM AND MASOCHISM  VOL I,The Psychology of Hatred and Cruelty,STEKEL - WILHELM,The Bodley Head Ltd. - London,1935,,Philosophy,Branches of Psychology - Psychology of Personality,137,STE,,,,,
10456,SADISM AND MASOCHISM  VOL II,The Psychology of Hatred and Cruelty,STEKEL - WILHELM,The Bodley Head Ltd. - London,1935,,Philosophy,Branches of Psychology - Psychology of Personality,137,STE,,,,,
10457,SEXUAL ABERRATIONS  VOL I,The Phenomena of Fetishism in Relation to Sex,STEKEL - WILHELM,The Bodley Head Ltd. - London,1930,,Philosophy,Branches of Psychology - Psychology of Personality,137,STE,,,,,
10458,SEXUAL ABERRATIONS  VOL II,The Phenomena of Fetishism in Relation to Sex,STEKEL - WILHELM,The Bodley Head Ltd. - London,1930,,Philosophy,Branches of Psychology - Psychology of Personality,137,STE,,,,,
10467,TECHNIQUE OF ANALYTICAL PSYCHOTHERAPY,,STEKEL - WILHELM,The Bodley Head - London,1939,,Philosophy,General Psychology,150,STE,,,,,
12488,MEMORIES OF A TOURIST,,STENDHAL,Northwestern University Press,1985,0 8101 0707 4,Autobiography,Stendhal,STE,STE,,,,,
14742,THE LIFE OF HENRY BRULARD,,Stendhal,Penguin,1995,,,,920,STE,,,,,
15384,THREE CHRONICLES,Translated from the French by C. K. Scott-Moncrieff,Stendhal,New Directions,1991,0-8112-1150-9,,,843,STE,,,,,
13271,RELIGIOUS STUDIES MADE SIMPLE,,STENT - David,Heinemann,1983,43498586,Religions,General Religion,200,STE,,,,,
11964,ENGLISH SOCIETY IN THE EARLY MIDDLE AGES,,STENTON - DORIS MARY,Penguin Books,1977,0 1402 0252 8,History,Europe - England,942,STE,,,,,
11965,ENGLISH SOCIETY IN THE EARLY MIDDLE AGES,,STENTON - DORIS MARY,Penguin Books,1983,0 1402 0252 8,History,Europe - England,942,STE,,,,,
14165,LIBERTY - EQUALITY - FRATERNITY,And three Brief Essays,Stephen - James Fitzjames,University of Chicago,1991,0-226-77258-6,,,323,STE,,,,,
16131,COLLECTED POEMS,,Stephens - James,Macmillan,1954,,,,821,STE,,,,,
13844,INSURRECTIONS,,Stephens - James,Maunsel and Co,1909,,,,821,STE,,,,,
14842,THE CROCK OF GOLD,,Stephens - James,Macmillan and Co,1953,,,,823,STE,,,,,
12183,MATHEMATICAL METHODS FOR SCIENCE STUDENTS,,STEPHENSON - G.,Longmans - London,1970,582 44424 1,Pure Science,Mathematics,510,STE,,,,,
11575,FIRST BOOK OF THE HADIQATU L-HAQIQAT ~ THE,The Enclosed Garden of the Truth of the Hakim Abu L-Majd Majdud Sanai of Ghazna,STEPHENSON - J. (ED),Thorsons Publishers Ltd. - Northants,1975,0-7225-0315-6,Literature,Other Literatures,890,STE,,,,,
14610,GOETHE'S CONCEPTION OF KNOWLEDGE AND SCIENCE,,Stephenson - R. H..,Edinburgh University Press,1995,0-7486-0538-X,,,501,GOE,,,,,
15026,THE FLIGHT FROM WOMAN,,Stern - Karl,George Allen & Unwin Ltd,1966,,,,155,STE,,,,,
12763,DORE TREASURY ~ A,A Collection of the Best Engravings of Gustave Dore,STEVENS - JAMES,Bounty Books,1970,,The Arts,Graphic Arts & Printmaking - Metal Engraving,765,STE,,,,,
14507,STORMING HEAVEN,LSD and the American Dream,Stevens - Jay,Paladin,1989,0-586-08796-6,,,973,STE,,,,,
11045,WITHOUT THE PALE,The Life Story of an Outcaste,STEVENSON - MARGARET SINCLAIR,Association Press - Calcutta,1930,,Religion,Other Religions - Brahmanism & Related,294,STE,,,,,
16562,STEVENSON'S BOOK OF QUOTATIONS,Classical and Modern,Stevenson - Burton,Cassell,1964,,,,803,STE,,,,,
13452,THE HEART OF JAINISM,,Stevenson - Mrs Sinclair,Oxford University,1915,,,,294.4,STE,,,,,
15244,VIRGINIBUS PUERISQUE and other papers,,Stevenson - Robert Louis,Chatto & Windus,1911,,,,824,STE,,,,,
12735,SENECA ON BENEFITS,Addressed to Aebutius Liberalis,STEWART - AUBREY,G. Bell and Sons - Ltd,1911,,Literature,Italic Literature - Latin Speeches,885,STE,,,,,
10093,CRITICAL EXPOSITION OF BERGSON'S PHILOSOPHY ~ A,,STEWART - J. MCKELLAR,Macmillan and Co. Ltd. - London,1911,,Philosophy,Modern Philosophy - French,194,STE,,,,,
14056,A NET OF FIREFLIES,An Anthology of 320 Japanese Haiku translated into English verse with 33 Haiku Paintings in full colour,Stewart - Harold,Charles E. Tuttle,1960,,,,895.6,STE,,,,,
14207,NATURE'S NUMBERS,The Unreal Reality of Mathematics,Stewart - Ian,Basic Books,1995,0-465-07273-9,,,510,STE,,,,,
13005,DICTIONARY OF ECONOMICS AND COMMERCE ~ A,,STIEGELER - S. E. & THOMAS - GLYN (EDS),Pan,1976,0 330 24552 X,Social Sciences,Economics,330,STI,,,,,
14832,THE EGO AND ITS OWN,The Case of the Individual Against Authority,Stirner - Max,Rebel Press,1982,,,,323,STI,,,,,
14514,I LIVE UNDER A BLACK SUN,,Stiwell - Edith,Peter Owen,1953,,,,823,SIT,,,,,
12314,Life of Ezra Pound ~The,,Stock - Noel,Penguin,1985,0 14 058001 8,Biography,Ezra Pound,POU,Sto,,,,,
16195,NATIONALMUSEUM STOCKHOLM,,Stockholm Mueum,Scala,1995,1-85759-047-3,,,708,STO,,,,,
12777,MONDRIAN,,STOICHITA - VICTOR IERONIM,Abbey Library,1979,,The Arts,Painting & Paintings,750,STO,,,,,
15960,VISIONARY EXPERIENCE IN THE GOLDEN AGE OF SPANISH ART,,Stoichita - Victor I.,Reaktion Books,1995,0-948462-75-2,,,755,STO,,,,,
12938,OBSERVERS BOOK OF WILD ANIMALS  OF THE BRITISH ISLES ~ THE,,STOKOE - W. J.,Frederick Warne & Co. Ltd,1958,,Natural Sciences,Zoological Sciences,590,STO,,,,,
12935,CATERPILLARS OF THE BRITISH BUTTERFLIES,Including the Eggs - Chrysalids & Food Plants,STOKOE - W. J. (COMP),Frederick Warne & Co. Ltd.,1961,,Natural Sciences,Zoological Sciences,590,STO,,,,,
12104,OBSERVER'S BOOK OF BUTTERFLIES,,STOKOE - W. J. (ED),Frederick Warne & Co. - London,1962,,Pure Science,Zoological Sciences - Invertebrates,592,STO,,,,,
11384,MEDIEVAL ENGLISH VERSE,,STONE - BRIAN (ED),Penguin Books,1981,0 14044 144 1,Literature,English Literature - English Poetry,821,STO,,,,,
12289,CRISIS OF THE ARISTOCRACY 1558-1641 ~ THE,,STONE - LAWRENCE,Oxford University Press,1967,,History,Europe - England,942,STO,,,,,
16446,THE TRIAL OF SOCRATES,,Stone - I. F.,Picador,1989,0-330-30781-9,,,183,SOC,,,,,
15174,STONYHURST,,Stonyhurst College,,,,,,373,STO,,,,,
16197,LIVING IN PROTUGAL,,Stoop - Anne de,Flammarion,1995,2-08013-567-8,,,946,POR,,,,,
14341,SEVEN ARROWS,,Storm - Hyemeyohsts,Ballantine Books,1972,,,,970,STO,,,,,
10172,DYNAMICS OF CREATION ~ THE,,STORR - ANTHONY,Penguin Books,1976,0 1402 1932 3,Philosophy,Branches of Psychology,130,STO,,,,,
10479,HUMAN AGGRESSION,,STORR - ANTHONY,Penguin Books,1975,0 1402 1234 5,Philosophy,Branches of Psychology - Psychology of Personality,137,STO,,,,,
10478,INTEGRITY OF THE PERSONALITY ~ THE,,STORR - ANTHONY,Penguin Books,1964,,Philosophy,Branches of Psychology - Psychology of Personality,137,STO,,,,,
10446,JUNG,,STORR - ANTHONY,William Collins Sons & Co. Ltd.,1973,,Philosophy,General Psychology,150,STO,,,,,
10156,SEXUAL DEVIATION,,STORR - ANTHONY,Penguin Books,1964,,Philosophy,Branches of Psychology - Abnormal Psychology,132,STO,,,,,
14915,FEET OF CLAY,A Study of Gurus,Storr - Anthony,HarperCollins,1997,0-00-638423-4,,,298,STO,,,,,
14198,THE SCHOOL OF GENIUS,,Storr - Anthony,Andre Deutsch,1988,0 233 98010 5,,,151,STO,,,,,
16001,THE DIVINE DRAMATIST,George Whitefield and the Rise of Modern Evangelicalism,Stout - Harry S.,William B. Erdmans,1991,0-8028-0154-4,,,920,WHI,,,,,
15627,ANYTHING GOES,Origin of the Cult of Scientific Rationalism,Stove - David,Macleay Press,1998,1-876492-01-5,,,501,STO,,,,,
15311,BOOKS & CHARACTERS,French and English,Strachey - Lytton,Chatto & windus,1924,,,,824,STR,,,,,
15323,LANDMARKS IN FRENCH LITERATURE,,Strachey - Lytton,Thronton Butterworth Ltd,1912,,,,840,STR,,,,,
12160,HISTORY OF ENGLISH ~ A,,STRANG - BARBARA M. H.,Methuen & Co. Ltd. - London,1977,0 416 80660 0,Language,Language - History & Local Treatment,409,STR,,,,,
12103,MODERN ENGLISH STRUCTURE,,STRANG - BARBARA M. H.,Edward Arnold - London,1974,7131 5415 2,Language,English - Grammar,425,STR,,,,,
13492,TIBET,Journey into a still land,Stratton - John,Dundurn Press,1997,1-55002-288-1,,,915,STR,,,,,
12242,FREEDOM - THE INDIVIDUAL AND THE LAW,,STREET - HARRY,Penguin Books,1977,0 1402 0646 9,Social Sciences,Political Science - State & Individuals,323,STR,,,,,
16397,VLADIMIR SOLOVIEV & HIS MESSIANIC WORK,,Stremooukhoff - D.,Nordland Publishing Co,1980,0-913124-36-2,,,197,SOL,,,,,
13966,GOETHE AND WORLD LITERATURE,FIRST PUBLISHED IN German in 1945,Strich - Fritz,Routledge and Kegan Paul,1949,,,,834,GOE,,,,,
11598,LEGENDS,Autobiographical Sketches,STRINDBERG - AUGUST,Andrew Melrose - London,1912,,Literature,Other Literatures,890,STR,,,,,
12525,SON OF A SERVANT ~ THE,The Story of the Evolution of a Human Being 1849-67,STRINDBERG - AUGUST,Jonathan Cape,1967,,Autobiography,August Strindberg,STR,STR,,,,,
15944,MISS JULIE AND OTHER PLAYS,translated by Michael Robinson,Strindberg - August,Oxford University Press,1998,0-19-283317-0,,,839,STR,,,,,
12373,Henry Prince of wales,And Englands Lost Renaissance,Strong - Roy,Thames and Hudson,1986,0 500 01375 6,Biography,Henry Stuart - Prince of Wales,HEN,Str,,,,,
12374,Henry Prince of Wales,And Englands Lost Renaissance,Strong - Roy,Thames and Hudson,1986,0 500 01375 6,Biography,Henry Stuart - Prince of Wales,HEN,Str,,,,,
14050,ZEN POETRY,Edited and tranlated by Lucien Stryk and Takashi Ikemoto,Stryk - Lucien (transl.),Penguin,1981,,,,895.6,STR,,,,,
15089,THE AESTHETICS OF WONDER,New Findings in Sanskrit Alankarasatra,Subramanian - A. V.,Motilal Banarsidass,1988,81-208-0444-9,,,891,SUB,,,,,
13348,LOVING GANESA,Hinduism's Endearing Elephant-Faced God,SUBRAMUNIYASWAMI - SIVAYA - SATGURU,Motilal Banarsidass,1996,8120815068,Hinduism,Objects of Worship,294.521,SUB,,,,,
14748,JUNGIAN LITERARY CRITICISM,,Sugg - Richard P.,Northwestern University Press,1992,8101-1042-3,,,130,JUN,,,,,
12229,LIMITATIONS OF SCIENCE,,SULLIVAN - J. W. N.,Penguin Books,1938,,Pure Science,Pure Science - Philosophy & Theory,501,SUL,,,,,
10195,STUDIES OF CHILDHOOD,,SULLY - JAMES,Longmans - Green and Co. - London,1896,,Philosophy,Branches of Psychology,130,SUL,,,,,
11939,RUSSIA AND THE BALKANS 1870-1880,,SUMNER - B. H.,Archon Books - London,1962,,History,Europe - USSR & Adjacent Areas,947,SUM,,,,,
11262,ALBIGENSIAN CRUSADE ~ THE,,SUMPTION - JONATHAN,Faber & Faber - London,1978,0-571-11064-9,Religion,Christian Church History - Persecution of or by Christians,217.2,SUM,,,,,
13201,CHRONICLER OF BARSETSHIRE ~ THE,A Life of Anthony Trollope,SUPER - R. H.,University of Michigan Press,1990,0-472-08139-X,Biography,Anthony Trollope,TRO,SUP,,,,,
12888,FACE VALUES,,SUTHERLAND - ANNE (ED),BBC,1978,0 563 16102 7,Geography & History,Miscellany,902,SUT,,,,,
11932,CATHERINE DE MEDICI AND THE ANCIEN REGIME,,SUTHERLAND - N. M.,The Historical Association - London,1966,,History,Europe - France,944,SUT,,,,,
13955,RESTORATION TRAGEDIES,,Sutherland - James (ed.),Oxford University Press,1977,0 19 81176 2,,,822,SUT,,,,,
14757,THE OXFORD BOOK OF LITERARY ANECDOTES,,Sutherland - James (ed.),Futura Publications,1977,0-8600-7542-7,,,803,OXF,,,,,
10176,ORIGINS OF LOVE AND HATE ~ THE,,SUTTIE - IAN D.,Penguin Books,1963,,Philosophy,Branches of Psychology,130,SUT,,,,,
11300,CANON OF REASON AND VIRTUE ~ THE,Lao-tze's Tao Teh King,SUZUKI - D. T. & PAUL CARUS (TRANS),Open Court - Ill.,1974,0-87548-064-0,Religion,Other Religions - Other Religions,299,SUZ,,,,,
3388,Swedenborg,Buddha of the North,Suzuki - D. T.,Swedenborg Association,1996,0-87785-184-0,,,214.2,SUZ,,,,,
13389,Swedenborg,Buddha of the North,Suzuki - D. T.,Swedenborg Association,1996,0-87785-184-0,,,214.2,SUZ,,,,,
15126,NURTURED BY LOVE,The Classic Approach to Talent Education,Suzuki - Shinichi,Exposition Press,1983,0-682-49910-2,,,780,SUZ,,,,,
11023,TEN PRINCIPAL UPANISHADS ~ THE,,SWAMI - SHREE PUROHIT & W. B. YEATS (TRANS),Faber and Faber - London,1971,0 571 09363 9,Religion,Other Religions - Brahmanism & Related,294,SWA,,,,,
12817,JAPAN,,SWAN - PETER C.,Methuen,1966,,The Arts,Philosophy & Theory,701,SWA,,,,,
11147,HEAVEN AND HELL; ALSO - THE INTERMEDIATE STATE OR WORLD OF SPIRITS,A Relation of Things Heard and Seen,SWEDENBORG,The Swedenborg Society - London,1896,,Religion,Devotional & Practical - Meditations & Contemplations,214.2,SWE,,,,,
12573,CONJUGAL LOVE,After Which Follows the Pleasures of Insanity Concerning Scortatory Love,SWEDENBORG - EMANUEL,The Swedenborg Society,1978,,Religion,Christian Theology - Humankind,213.3,SWE,,,,,
12563,HEAVEN AND ITS WONDERS AND HELL,From Things Heard and Seen,SWEDENBORG - EMANUEL,The Swedenborg Society,1958,,Religion,Miscellany of Christianity,202,SWE,,,,,
11159,HEAVEN AND ITS WONDERS - AND HELL,From Things Heard and Seen,SWEDENBORG - EMANUEL,J. M. Dent & Sons Ltd. - London,1911,,Religion,Devotional & Practical - Meditations & Contemplations,214.2,SWE,,,,,
12575,THE DIVINE LOVE AND WISDOM,Angelic Wisdom concerning...,SWEDENBORG - EMANUEL,The Swedenborg Society,1969,,Religion,Natural Theology - Humankind,211.8,SWE,,,,,
12574,EARTHS IN  THE UNIVERSE,Earths in our Solar System Which are Called Planets and Earths in the Starry Heaven - Their Inahbitants - and the Spirits and Angels There,SWEDENBORG- EMANUEL,The Swedenborg Society,1970,,Religion,Natural Theology - Science & Religion,211.5,SWE,,,,,
