Book_No,Title,Sub_Title,Author,Publisher,Year_This_Ed,ISBN,Subject,Topic,Class_1,Class_2,Class_3,Translator,Year_1st_Pub,Synopsis,Medium
11512,DERVISH TEXTBOOK ~ A,From the Awarifu-l-Ma'arif of Sheikh Shahabuddin Suhrawardi,CLARKE - H. WILBERFORCE (TRANS),The Octagon Press - London,1980,90086073 1,Religion,Other Religions - Islam & Bahaism,297,CLA,,,,,
15626,THUNDER IN THE SKY,Secrets on the Acquisition and Exercise of power,Cleary - Thomas,Shambhala Publications Inc,1993,1-57062-027-X,,,320,CLE,,,,,
14577,SLEEPLESS NIGHTS,Verses for the Wakeful - translated from the Chinese,Cleary - Thomas (trans.),North Atlantic Books,1995,1-55643-200-3,,,895.1,CLE,,,,,
11413,OBSERVER'S BOOK OF POND LIFE,,CLEGG - JOHN,Frederick Warne & Co. Ltd. - London,1956,,Pure Science,Anthropology & Biology - Biology,574,CLE,,,,,
15114,ANGELS IN ART,,Clement - Clara Erskine,David Nutt,1899,,,,755,CLE,,,,,
11889,EATING FOR HEALTH,,CLINKARD - C. E.,Whitcombe and Tombs Ltd. - New Zealand,1960,,Technology,Medical Sciences,610,CLI,,,,,
11986,THIS SUN OF YORK,A Biography of Edward IV,CLIVE - MARY,Sphere Books Ltd. - London,1975,0 351 15536 8,History,Europe - England,942,CLI,,,,,
14850,INTRODUCTIONS TO GERMAN LIERATURE VOLUME III,German Literature of the Eighteenth and Nineteenth Centuries edited by E. L. Stahl & W.E. Yuill,Closs - August,The Cresset Press,1970,,,,830,CLO,,,,,
14849,INTRODUCTIONS TO GERMAN LITERATURE VOLUME II,German Literature in the Sixteenth and Seventeenth Centuries edited by Roy Pascal,Closs - August,The Cresset Press,1968,,,,830,CLO,,,,,
14848,INTRODUCTIONS TO GERMAN LITERATURE VOLUME I,Literature in Medieval Germany edited by Paul Salmon,Closs - August (ed.),Cresset Press,1967,,,,830,CLO,,,,,
16033,EXPLORING CHURCHES,,Clowney - Paul & Tess,Lion Publishing,1982,0-86760-380-1,,,726,CLO,,,,,
12494,WILLIAM WORDSWORTH 1770-1970,Essays of General Interest on Wordsworth and His Time,CLUTTERBUCK - NESTA (ED.),Trustees of Dove Cottage,1970,,Biography,William Wordsworth,WOR,CLU,,,,,
15382,CHESTERTON AND THE EDWARDIAN CULTURAL CRISIS,,Coates - John,Hull University Press,1984,0-85958-451-8,,,824,CHE,,,,,
15371,BEYOND DIALOGUE,Towards a Mutual Transformation of Christianity and Buddhism,Cobb - John B.,Fortress Press,1972,,,,291,COB,,,,,
15397,PROSPERO'S ISLAND,The Secret Alchemy at the Heart of The Tempest,Cobb - Noel,Coventure,1984,,,,824,SHA,,,,,
16483,SPHINX 5,A Journal for Archetypal Psychology and the Arts,Cobb - Noel & Eva Loewe,The London Convivium for Archetypal Studies,,,,,150,COB,,,,,
16541,SPHINX 6,A Journal for Archetypal Psychology and the Arts,Cobb - Noel & Eva Loewe,The London Convivium for Archetypal Studies,1994,0953-6582,,,150,COB,,,,,
11958,HISTORY OF MODERN FRANCE ~ A,Volume 1:  1715-1799,COBBAN - ALFRED,Penguin Books,1962,,History,Europe - France,944,COB,,,,,
11959,HISTORY OF MODERN FRANCE ~ A,Volume 2:  1799-1871,COBBAN - ALFRED,Penguin Books,1976,0 1402 0525 X,History,Europe - France,944,COB,,,,,
11960,HISTORY OF MODERN FRANCE ~ A,Volume 3:  1871-1962,COBBAN - ALFRED,Penguin Books,1975,0 1402 0711 2,History,Europe - France,944,COB,,,,,
14511,THE AUTOBIOGRAPHY OF JOHN STUART MILL,,Cockshut - A. O. J.,Ryburn Publishing,1992,1-85331-032-8,,,920,MIL,,,,,
12284,MAYA ~ THE,,COE - MICHAEL D.,Penguin Books,1971,0 1402 1296 5,History,Ancient History,930,COE,,,,,
12756,COESVELT GALLERY OF PICTURES,,COESVELT - W. G.,James Carpenter & Son,1836,,The Arts,Drawing & Decorative Arts - Drawing,741,COE,,,,,
16092,THE LIVES OF ANIMALS,,Coetzee - J. M.,Princeton University Press,1999,1-86197-237-7,,,896.21,COE,,,,,
11194,JOB,With Hebrew Text and English Translation,COHEN - A. (ED),The Soncino Press - Surrey,1946,,Religion,Bible - Old Testament,212.1,COH,,,,,
12555,MEMORY,A Cognitive Approach,COHEN - G. - EYSENCK - M. W. & LE VOI - M. E.,Open University Press,1989,0 335 15325 9,Philosophy,Mental Processes and Intelligence,153,COH,,,,,
12234,MORE COMIC & CURIOUS VERSE,,COHEN - J. M. (ED),Penguin Books,1960,,Literature,English Literature - English Poetry,821,COH,,,,,
11426,LIFE OF SAINT TERESA ~ THE,,COHEN - J. M. (TRANS),Penguin Books,1957,,Biography,Saint Teresa,TER,COH,,,,,
13416,LIVING ENLIGHTENMENT,a call for evolution beyond ego,Cohen - Andrew,Moksha Press,2002,1-883929-30-X,,,298,COH,,,,,
13582,THE CHALLENGE OF ENLIGHTENMENT,A Voyage into the Multidimensional Integrity of Nonduality,Cohen - Andrew,Moksha Press,1996,1-883929-14-8,,,298,COH,,,,,
13538,LEONARD COHEN POEMS 1956-1968,,Cohen - Leonard,Jonathan Cape,1969,0 224 61776 1,,,811,COH,,,,,
14131,LEONARD COHEN:  SELECTED POEMS 1956 - 1968,,Cohen - Leonard,Viking Compass,1968,,,,811,COH,,,,,
15904,THE SPICE-BOX OF EARTH,,Cohen - Leonard,Bantam Books,1968,,,,811,COH,,,,,
10819,PURSUIT OF THE MILLENNIUM ~ THE,Revolutionary Millenarians and Mystical Anarchists of the Middle Ages,COHN - NORMAN,Granada Publishing - London,1970,0 586 08002 3,Religion,Religion - History,209,COH,,,,,
15765,SWEDEN'S UNKNOWN ARCHIPELAGO WINTERLIGHT,The Time of the Oldsquaw,Colbing - Soren,Skargardsfotografen,198,91-630-6984-9,,,770,COL,,,,,
12075,COMMON PEOPLE ~ THE,1746-1946,COLE - G. D. H. & RAYMOND POSTGATE,Methuen & Co. Ltd. - London,1966,,History,Europe - England,942,COL,,,,,
15546,ACTING,A Handbook of the Stanislawski Method,Cole - Toby (ed.),Crown Publishing,1955,,,,792,COL,,,,,
13272,SIX RELIGIONS IN THE TWENTIETH CENTURY,,COLE - W. Owen,Hulton Educational Publications Ltd,1986,71751290,Relgions,General Religion,200,COL,,,,,
13753,COLERIDGE POETICAL WORKS,including poems and versions of poems herein published for the first time - edited by Ernest Hartley Coleridge,Coleridge,Oxford University Press,1969,,,,821,COL,,,,,
13754,COLERIDGE:  POETRY AND PROSE,with essays by Hazlitt - Jeffrey - de Quincey - Carlyle & Others and an Introduction and Notes by H. W. Garrod,Coleridge S. T. et al,Oxford at the Clarendon Press,1925,,,,821,COL,,,,,
13824,POEMS,,Coleridge - Mary E.,Elkin Matthews,1908,,,,821,COL,,,,,
16031,THE RIME OF THE ANCIENT MARINER,with 42 illustrations by Gustav Dore,Coleridge - Samuel Taylo,Dover Publications Inc,1970,,,,821,COL,,,,,
13919,ANIMA POETAE,From the Unpublished Note-books of Samuel Taylor Coleridge eited by Ernest Hartley Coleridge,Coleridge - Samuel Taylor,William Heinemann,1895,,,,828,COL,,,,,
13907,BIOGRAPHIA LITERARIA,Or - biographical sketches of my lierary Life and Opinions and Two Lay Sermons,Coleridge - Samuel Taylor,George Bell and Sons,1891,,,,824,COL,,,,,
13908,BIOGRAPHIA LITERARIA,Or - biographical sketches of my literary Life and Opinions,Coleridge - Samuel Taylor,George Bell and Sons,1898,,,,824,COL,,,,,
13909,LECTURES AND NOTES ON SHAKSPERE AND OTHER ENGLISH POETS,collected by T. Ashe,Coleridge - Samuel Taylor,eorge Bell and Sons,1904,,,,824,COL,,,,,
13910,MISCELLANIES AESTHETIC AND LITERARY,to which is added The Theory of Life,Coleridge - Samuel Taylor,George Bell and Sons,1885,,,,824,COL,,,,,
14227,ON THE CONSTITUTION OF CHURCH AND STATE,with an introduction by John Barrell,Coleridge - Samuel Taylor,J. M. Dent and Sons,1972,0 460 01069 7,,,322,COL,,,,,
15969,SELECTED POETRY,seleted by Richard Holmes,Coleridge - Samuel Taylor,Penguin,1994,,,,821,COL,,,,,
13911,THE FRIEND,A Series of Essays to aid in the Formation of Fixed Principles in Politics - Morals and Religion with literary amusements interspersed,Coleridge - Samuel Taylor,George Bell and Sons,1904,,,,824,COL,,,,,
13916,THE TABLE TALK AND OMNIANA OF SAMUEL TAYLOR COLERIDGE,Arranged and edited by T. Ashe,Coleridge - Samuel Tayor,George Bell and Sons,1905,,,,824,COL,,,,,
13215,LIFE AND LETTERS OF RAJA RAMMOHUN ROY ~ THE,,COLLET - SOPHIA DOBSON,Sadharan Brahmo Samaj,1962,,Biography,Raja Rammohun Roy,ROY,COL,,,,,
10797,MIRROR OF LIGHT ~ THE,,COLLIN - RODNEY,Vincent Stuart Ltd. - London,1959,,Philosophy,Branches of Psychology - Occult Sciences,133,COL,,,,,
10766,THEORY OF CELESTIAL INFLUENCE ~ THE,Man - the Universe and Cosmic Mystery,COLLIN - RODNEY,Vincent Stuart - London,1958,,Philosophy,Branches of Psychology - Occult Sciences,133,COL,,,,,
10790,THEORY OF ETERNAL LIFE ~ THE,,COLLIN - RODNEY,Vincent Stuart - London,1956,,Philosophy,Branches of Psychology - Occult Sciences,133.901,COL,,,,,
10798,THEORY OF ETERNAL LIFE ~ THE,,COLLIN - RODNEY,Vincent Stuart Ltd. - London,1956,,Philosophy,Branches of Psychology - Occult Sciences,133.901,COL,,,,,
15964,THE PRINCIPLES OF ART,,Collingwood - R. C.,Oxford at the Clarendon Press,1938,,,,701,COL,,,,,
12149,COLLINS ENGLISH DICTIONARY,,Collins,Collins,1979,0 00 433078-1,,,423,COL,,,,,
16563,COLLINS ENGLISH DICTIONARY MILLENIUM EDITION,,Collins,HarperCollins,1998,0-00-472218-3,,,423,COL,,,,,
12142,ENGLISH SOCIAL CONDITIONS IN THE SECOND HALF OF THE 18TH CENTURY,,COLLINS - D.,James Brodie Ltd. - Bath,,,History,Europe - England,942,COL,,,,,
10318,HUMAN REVOLUTION ~ THE,From Ape to Artist,COLLINS - DESMOND,Phaidon Press Ltd. - Oxford,1976,0 7148 1721 X,Pure Science,Anthropology & Biology - Anthropology,572,COL,,,,,
11810,WINIFRED NICHOLSON,,COLLINS - JUDITH,The Tate Gallery,1987,0 946590 64 8,The Arts,Painting - Other Subjects; Collections,758,COL,,,,,
12084,BOOK OF NARRATIVE VERSE ~ A,,COLLINS - V. H. (ED),Oxford University Press,1968,,Literature,English Literature - English Poetry,821,COL,,,,,
15660,THE VISION OF THE FOOL,and other writings,Collins - Cecil,Golgonooza Press,1994,0-903880-63-6,,,750,COL,,,,,
15662,THE VISION OF THE FOOL,,Collins - Cecil,Anthony Kedros Ltd,1981,0-907-45402-X,,,750,COL,,,,,
13807,A BOOK OF NARRATIVE VERSE,with an introduction by Edmund Blunden,Collins - V. H.,Oxford University Press,1930,,,,821,COL,,,,,
10755,LAND OF THE GREAT IMAGE ~ THE,Being Experiences of Friar Manrique in Arakan,COLLIS - MAURICE,Faber and Faber Ltd. - London,1943,,History,Geography - Travels - Geography of Asia,915,COL,,,,,
13239,FIRST HOLY ONE - THE,,COLLIS - MAURICE,Faber and Faber,1948,,Philosophy,Oriental Philosophy,181.112,COL,,,,,
15250,THE LAND OF THE GREAT IMAGE,Being the experiences of Friar Manrique in Arakan,Collis - Maurice,Readers Union/Faber & Faber,1946,,,,954,COL,,,,,
13214,CHARLES KINGSLEY,The Lion of Eversley,COLLOMS - BRENDA,Constable,1975,0 09 460020 1,Biography,Charles Kingsley,KIN,COL,,,,,
14756,E. M. FORSTER:  THE PERSONAL VOICE,,Colmer - John,Routledge & Kegan Paul,1983,0-7100-9496-5,,,824,FOR,,,,,
12352,John Keats,His Life and Poetry His Friends Critics and After Fame,Colvin - Siney,Macmillan & Co. Ltd.,1970,,Biography,John Keats,KEA,Col,,,,,
10539,HEALTH THE UNKNOWN,The Story of the Peckham Experiment,COMERFORD - JOHN,Hamish Hamilton - London,1947,,Technology,Medical Sciences,610,COM,,,,,
12830,OPTICAL AND KINETIC ART,,COMPTON - MICHAEL,Tate Gallery,1967,,The Arts,Galleries - Museums - Private Collections,708,COM,,,,,
12982,ROBERT MORRIS,,COMPTON - MICHAEL & SYLVESTER - DAVID,The Tate Gallery,1971,,The Arts,Plastic arts; Sculpture,730,COM,,,,,
12904,KNOTT'S FOUR FIGURE MATHEMATICAL TABLES,,COMRIE - L. J.,W. R. Chambers Ltd,1963,,Natural Sciences,Mathematics,510,COM,,,,,
16324,THE ANALECTS,translated by David Hinton,Confucius,Counterpoint,1998,1-887178-63-5,,,181,CON,,,,,
16074,THE ANALECTS OF CONFUCIUS,translated by Arthur Waley,Confucius,Book-of-the-Month Club / HarperCollins,1992,,,,299,CON,,,,,
15059,BLOSSOM OF BONE,Reclaiming the connections between Homoeroticism and the Sacred,Conner - Randy P.,HarperSanFrancisco,1993,0-06-250257-3,,,291.4,CON,,,,,
11843,NOSTROMO,,CONRAD - JOSEPH,Penguin Books,1973,0 1400 2062 4,Literature,English Literature - English Fiction,823,CON,,,,,
11864,TYPHOON AND OTHER STORIES,,CONRAD - JOSEPH,Daily Express - London,,,Literature,English Literature - English Fiction,823,CON,,,,,
14190,CREATION:  ARTISTS - GODS & ORIGINS,,Conrad - Peter,Thames and Hudson,2007,978-0-500-51356-,,,709,CON,,,,,
12654,JOHN CONSTABLE,A Biography 1776-1837,CONSTABLE - FREDA,Terence Dalton Ltd.,1975,0 900963 54 9,The Arts,Painting & Paintings,750,CON,,,,,
12999,LEGAL SIDE OF BUYING A HOUSE ~ THE,,CONSUMERS ASSOCIATION,Consumers Association,1968,,Social Sciences,Civil procedure & Courts,347,CON,,,,,
13117,HOW TO SORT OUT SOMEONES'S WILL,A straightforward guide to coping with probate,CONSUMERS' ASSOCIATION,Consumer's Associstion/Hodder & Staughton,1990,0 340 51445 0,Social Sciences,Law - Private Law,346,CON,,,,,
13116,MAKE YOUR WILL,A Practical Guide to Making Your Own Will (England & Wales),CONSUMERS' ASSOCIATION,Consumer's Association/Hodder & Staughton,1992,0 340 50353X,Social Sciences,Law - Private Law,346,CON,,,,,
13119,WILLS AND PROBATE,,CONSUMER'S ASSOCIATION,Consumer's Association/Hodder & Staughton,1988,0 340 56632 9,Social Sciences,Law - Private Law,346,CON,,,,,
12795,CENTRES OF BELIEF,The Grand TOur,CONTI - FLAVIO,Cassell,1977,0 304 30198 1,The Arts,Architecture - Buildings for Religious Purposes,726,CON,,,,,
12860,SPLENDOR OF THE GODS,The Grand Tour,CONTI - FLAVIO,Cassell,1978,0 304 30019 5,The Arts,Architecture - Buildings for Religious Purposes,726,CON,,,,,
10932,SECRET WISDOM,The Occult Universe Explored,CONWAY - DAVID,The Aquarian Press - Northants,1987,0-85030-590-X,Philosophy,Branches of Psychology - Occult Sciences,133.901,CON,,,,,
12519,MEMOIRS OF A MODERN GNOSTIC,Part II Politics - People and Places,CONZE - EDWARD,The Samizdat Publishing Co.,1979,,Autobiography,Edward Conze,CON,CON,,,,,
12520,MEMOIRS OF A MODERN GNOSTIC,Part I Life and Letters,CONZE - EDWARD,The Samizdat Publishing Co.,1979,,Autobiography,Edward Conze,CON,CON,,,,,
13229,LIFE OF RUSKIN ~ THE,Volume II 1860-1900,COOK - E. T.,George Allen & Co.,1911,,Biography,John Ruskin,RUS,COO,,,,,
13230,LIFE OF RUSKIN ~ THE,Volume I 1819-1860,COOK - E. T.,George Allen & Co.,1911,,Biography,John Ruskin,RUS,COO,,,,,
13172,CARSON MCCULLERS,,COOK - RICHARD M.,Frederick Ungar Publishing Co.,1978,0 8044 2128 5,Literature,Literary History & Criticism,809,COO,,,,,
16332,THE WORKS,,Cook - Beryl,Penguin,1978,,,,750,COO,,,,,
10617,INTRODUCTION TO INDIAN ART,,COOMARASWAMY - ANANDA K.,Munshiram Manoharlal -  Delhi,1969,,The Arts,The Arts - History of Art,709,COO,,,,,
15624,THE DANCE OF SHIVA,,Coomaraswamy - Ananda,Asia Publishing House,1948,,,,891,COO,,,,,
15117,CHRISTIAN AND ORIENTAL PHILOSOPHY OF ART,,Coomaraswamy - Ananda K.,Dover Publications,1954,,,,701,COO,,,,,
15663,ON THE TRADITIONAL DOCTRINE OF ART,,Coomaraswamy - Ananda K.,Golgonooza Press,1973,,,,701,COO,,,,,
16448,THE BUGBEAR OF LITERACY,,Coomaraswamy - Ananda K.,Perennial Books,1979,0-900588-19-5,,,199,COO,,,,,
15122,THE TRANSFORMATION OF NATURE IN ART,,Coomaraswamy - Ananda K.,Dover Publications,1934,,,,701,COO,,,,,
14768,WHAT IS CIVILISATION?,And other essays,Coomaraswamy - Ananda K.,Golgonooza Press,1989,0-903880-40-7,,,891,COO,,,,,
15801,BLAST 3,,Cooney - Seamus (ed.),Black Sparrow Press,1984,0-87685-592-3,,,824,LEW,,,,,
13002,DIALECTICS OF LIBERATION ~ THE,,COOPER - DAVID,Penguin,1968,,Social Sciences,Political Science,320,COO,,,,,
10476,PSYCHIATRY AND ANTI-PSYCHIATRY,,COOPER - DAVID,Granada Publishing Ltd. - London,1970,,Philosophy,General Psychology,150,COO,,,,,
12270,DIALECTICS OF LIBERATION ~ THE,,COOPER - DAVID (ED),Penguin books,1968,,Social Sciences,Political Science,320,COO,,,,,
13194,JOHN KEATS,A Life,COOTE - STEPHEN,Hodder and Staughton,1995,0 340 62486 8,Biography,John Keats,KEA,COO,,,,,
14259,JOHN KEATS:  A LIFE,,Coote - Stephen,Hodder & Stoughton,1995,0 340 62486 8,,,920,KEA,,,,,
10573,AQUINAS,An Introduction to the Ideas of the Medieval Thinker Whose Influence is Greater Today than it was During the Middle Ages,COPLESTON - F. C.,Penguin Books,1955,,Philosophy,Ancient & Medieval - Medieval Western Philosophy,189,COP,,,,,
10075,ARTHUR SCHOPENHAUER,Philosopher of Pessimism,COPLESTON - FREDERICK,Search Press - London,1975,0 85532 354 X,Philosophy,Modern Philosophy - German & Austrian,193,COP,,,,,
10225,HISTORY OF PHILOSOPHY ~ A:  VOLUME 1  PART II,Greece & Rome,COPLESTON - FREDERICK,Doubleday & Company Inc. - New York,1962,,Philosophy,Philosophy - History,109,COP,,,,,
10226,HISTORY OF PHILOSOPHY ~ A:  VOLUME 6  PART II,Modern Philosophy - Kant,COPLESTON - FREDERICK,Doubleday & Company Inc. - New York,1964,,Philosophy,Philosophy - History,109,COP,,,,,
10227,HISTORY OF PHILOSOPHY ~ A:  VOLUME 7  PART I,Modern Philosophy - Fichte to Hegel,COPLESTON - FREDERICK,Doubleday & Company Inc. - New York,1965,,Philosophy,Philosophy - History,109,COP,,,,,
10228,HISTORY OF PHILOSOPHY ~ A:  VOLUME 7  PART II,Modern Philosophy - Schopenhauer to Nietzsche,COPLESTON - FREDERICK,Doubleday & Company Inc. - New York,1965,,Philosophy,Philosophy - History,109,COP,,,,,
12604,CONCEPT OF COMPARATIVE PHILOSOPHY ~ THE,,CORBIN - HENRY,Golgonooza Press,1981,,Philosophy,Theory of Philosophy,101,COR,,,,,
11514,CYCLICAL TIME AND ISMAILI GNOSIS,,CORBIN - HENRY,Kegan Paul International - London,1983,0-7103-0048-4,Religion,Other Religions - Islam & Bahaism,297,COR,,,,,
14452,AVICENNA AND THE VISIONARY ROAD,Translated from the French by Willard R. Trask,Corbin - Henry,Spring Publications Inc,1979,0-88214-213-5,,,297,COR,,,,,
15653,SPIRITUAL BODY AND CELESTIAL EARTH,From Mazdean Iran to Shi'ite Iran,Corbin - Henry,Princeton University Press,1977,,,,297,COR,,,,,
12668,ART OF ANDREW WYETH ~ THE,,CORN - WANDA M.,New York Graphic Society,1973,0 8212 0685 0,The Arts,Painting & Paintings,750,COR,,,,,
14001,THE CID / CINNA / THE THEATRICAL ILLUSION,Translated and introduced by John Cairncross,Corneille - Pierre,Penguin,1975,,,,842,COR,,,,,
15718,DEATH VALLEY NATIONAL MONUMENT,A Pictorial History,Cornett - James W.,Albion Publishing Group,1993,10878900-10-2,,,978,CAL,,,,,
11766,CATULLUS - TIBULLUS AND PERVIGILIUM VENERIS,,CORNISH - POSTGATE & MACKAIL (TRANS),Harvard University Press,1988,0 434 99006 X,Literature,Latin Literature - Latin Poetry,871,COR,,,,,
13531,PENGUIN MODERN POETS 5,Gregory Corso - Lawrence Ferlinghetti - Allen Ginsberg,Corso et al,Penguin,1969,,,,811,PEN,,,,,
14127,LONG LIVE MAN,,Corso - Gergory,New Directions,1962,,,,811,COR,,,,,
15732,POMPEI,,Corte - Matteo della,,,,,,945,POM,,,,,
14416,SWEDENBORG AND ESOTERIC ISLAM,,Corvin - Henry,Swedenborg Foundation,1995,0-87785-183-2,,,291,COR,,,,,
15050,HOMOSEXUALITY,A Cross Cultural Approach,Cory - Donald Webster,The Julian Press Inc,1956,,,,150,COR,,,,,
16215,POEMS,,Cotton - Charles,J. R. Tutin,1903,,,,821,COT,,,,,
10350,MECHANICAL PROPERTIES OF MATTER ~ THE,,COTTRELL - A. H.,John Wiley & Sons Inc. - New York,1964,,Pure Science,Physics - Mechanics of Solids,531,COT,,,,,
14975,THE CREATION OF CHRIST VOLUME I,An Outline of the Beginnings of Christianity,Couchard - P. L.,Watts & Co,1939,,,,232,COU,,,,,
14976,THE CREATION OF CHRIST VOLUME II,,Couchard - P. L.,Watts & Co,1939,,,,232,COU,,,,,
15686,THE WORLD OF MICHELANGELO 1475-1564,,Coughlan - Robert,Time-Life International,1971,,,,750,MIC,,,,,
15709,THE ART OF LOUIS COMFORT TIFFANY,,Couldrey - Vivienne,The Wellfleet Press,1989,0-55521-447-29,,,748,TIF,,,,,
11910,MEDIEVAL PANORAMA VOL II,The Horizons of Thought,COULTON - G. G.,Collins - London,1961,,History,Europe - England,942,COU,,,,,
12914,KENT IN COLOUR,,COURT - A. N.,Jarrold and Sons Ltd,,,Geography and Histor,Geography and Travel - Europe,914,COU,,,,,
14916,SOUL;  AN ARCHAEOLOGY,Readings from Socrates to Ray Charles,Cousineau - Phil,HarperSanFrancisco,1994,0-06-250243-3,,,149,COU,,,,,
13804,COLLECTED POEMS OF JAMES H. COUSINS 1894-1940,,Cousins - James H.,Kalakshetra Adyar,1940,,,,821,COU,,,,,
15493,GISSING:  THE CRITICAL HERITAGE,,Coustillas - Pierre & Colin Partridge (eds.),Routledge & Kegan Paul,1972,0-7102-0598-8,,,824,GIS,,,,,
16034,ROSE WINDOWS,,Cowen - Painton,Thames & Hudson,1979,,,,726,COW,,,,,
12117,ANTIQUES YEARBOOK 1960-61,,COWIE - DONALD (ED),The Tantivy Press - London,1961,,The Arts,Periodicals,705,COW,,,,,
13708,COWLEY SELECTED POETRY AND PROSE,James G. Taaffe - editor,Cowley - Abraham,Appleton Century-Crofts,1970,,,,821,COW,,,,,
12967,AUTOBIOGRAPHY,,COWPER POWYS - JOHN,Macdonald & Co.,1967,,Autobiography,John Cowper Powys,POW,COW,,,,,
13762,THE POETICAL WORKS OF WILLIAM COWPER VOLUME I,with Life - Critical Dissertation and Explanatory Notes.  Edited by Charles Cowden Clarke.,Cowper - William,Cassell - Petter & Galpin,,,,,821,COW,,,,,
15359,A HANDBOOK OF HERESIES,,Cozens - M. L.,Sheed & Ward,1974,,,,273,COZ,,,,,
13743,TALES - 1812 and other selected poems,Edited by Howard Mills,Crabbe - George,Cambridge University Press,1967,,,,821,CRA,,,,,
12691,CRAFTS MEN OF QUALITY,,CRAFTS ADVISORY COMMITTEE,Crafts Advisory  Committee,1979,0 903798 31 X,The Arts,Organisations & Management,706,CRA,,,,,
11708,CHURCH AND THE AGE OF REASON ~ THE,1648-1789,CRAGG - G. R.,Penguin Books,1960,,Religion,Christian Church History,217,CRA,,,,,
11548,WISDOM OF THE SUFIS ~ THE,,CRAGG - KENNETH (ED),Sheldon Press - London,1976,0 85969 080 6,Religion,Other Religions - Islam & Bahaism,297,CRA,,,,,
13155,MARXISTS ON LITERATURE,An Anthology,CRAIG - DAVID (ED),Penguin,1977,,Literature,Literary History & Criticism,809,CRA,,,,,
11927,GERMANS ~ THE,,CRAIG - GORDON A.,Penguin Books,1984,0 1402 2569 2,History,Europe - Germany & Central Europe,943,CRA,,,,,
13989,GERMAN BALLADS,,Craigmyle - Elizabeth (trans.),Walter Scott,,,,,831,CRA,,,,,
10126,NATURE OF EXPLANATION ~ THE,,CRAIK - K. J. W.,Cambridge University Press,1967,,Philosophy,Branches of Psychology - Physiological Psychology,131,CRA,,,,,
12024,FALL OF THE HOUSE OF HABSBURG ~ THE,,CRANKSHAW - EDWARD,Sphere Books Ltd. - London,1972,,History,Europe - Germany & Central Europe,943,CRA,,,,,
12105,VISION OF ASIA ~ THE,An Interpretation of Chinese Art and Culture,CRANMER-BYNG - L.,John Murray - London,1947,,Philosophy,Ancient & Medieval - Oriental Philosophy,181,CRA,,,,,
11134,EXPERIMENTS IN PSYCHICAL SCIENCE,Levitation - Contact and the Direct Voice,CRAWFORD - W. J.,John M. Watkins - London,1919,,Philosophy,Branches of Psychology - Occult Sciences,133,CRA,,,,,
